HGNC,Ensembl_ID,GSM5584042,GSM5584043,GSM5584044,GSM5584045,GSM5584046,GSM5584047,GSM5584048,GSM5584049,GSM5584050,GSM5584051,GSM5584052
AC018943.1,ENSG00000260624,0,0,0,0,0,0,0,0,0,0,0
AC026471.2,ENSG00000260625,0,0,0,0,0,0,34,0,0,0,0
AC136944.1,ENSG00000260626,0,0,0,0,0,0,0,0,0,0,0
AC142381.3,ENSG00000260628,0,0,0,0,0,0,0,0,0,0,0
BGLT3,ENSG00000260629,0,0,0,0,0,0,0,0,0,0,0
SNAI3-AS1,ENSG00000260630,0,0,0,1,0,0,0,0,0,1,1
RBM22P12,ENSG00000260631,0,0,0,0,0,0,0,0,0,0,0
AC010207.1,ENSG00000260633,0,0,0,0,0,0,0,0,0,0,0
AC012508.2,ENSG00000260634,0,0,0,0,0,0,0,0,0,0,0
AC092338.1,ENSG00000260635,41,0,0,0,0,0,0,0,1,0,0
AC025678.1,ENSG00000260639,0,0,0,0,0,0,0,0,0,0,0
AP003115.1,ENSG00000260640,0,0,0,0,0,0,0,0,0,0,0
AC114811.2,ENSG00000260641,75,0,0,32,0,0,0,0,0,3,0
AC139426.2,ENSG00000260642,0,0,0,0,0,0,0,0,0,0,0
AC092718.3,ENSG00000260643,0,0,0,0,0,0,2,0,0,0,0
HERC2P5,ENSG00000260644,0,0,24,25,0,0,0,0,0,16,0
AL359715.2,ENSG00000260645,0,1,0,0,0,0,0,0,0,0,0
AL031705.1,ENSG00000260646,0,0,0,0,0,0,0,0,0,0,0
AC127537.1,ENSG00000260647,0,0,0,0,0,0,0,0,1,0,0
AC020658.3,ENSG00000260648,0,0,0,0,0,0,0,0,0,0,0
AC133485.4,ENSG00000260649,0,0,0,0,0,0,0,0,0,0,0
AC010542.1,ENSG00000260650,0,0,0,0,0,0,0,0,0,0,0
AF213884.3,ENSG00000260651,0,0,0,0,0,0,0,0,0,0,0
AC237221.1,ENSG00000260653,0,0,0,0,0,0,0,0,0,0,0
AC107871.2,ENSG00000260657,0,0,0,0,0,0,218,0,0,0,0
AC138305.1,ENSG00000260658,0,0,0,71,0,0,153,0,0,0,0
AC009113.2,ENSG00000260659,0,0,0,0,0,0,0,0,0,0,0
AC113208.2,ENSG00000260660,0,0,0,0,0,0,0,0,0,0,0
AC116903.2,ENSG00000260661,0,0,0,0,103,0,0,0,0,0,0
AC138915.1,ENSG00000260662,0,0,0,0,0,0,0,0,0,0,0
AC004158.1,ENSG00000260664,0,2,0,0,0,0,0,0,0,0,0
AC093536.1,ENSG00000260668,0,0,0,0,6,0,0,0,0,0,0
AL096870.2,ENSG00000260669,52,63,81,280,0,0,173,0,0,379,1
AC134508.1,ENSG00000260670,0,0,0,0,0,0,0,0,0,0,0
AC010536.2,ENSG00000260671,0,0,0,0,0,0,0,0,0,0,0
AC100827.4,ENSG00000260672,0,0,0,0,0,0,0,0,0,0,0
AL034376.2,ENSG00000260673,1,0,0,206,93,0,0,0,1,0,0
AC026826.3,ENSG00000260674,0,0,0,0,0,0,0,0,0,0,0
AC109446.2,ENSG00000260675,0,0,0,0,0,0,0,0,0,0,0
LINC01541,ENSG00000260676,0,0,0,0,0,0,0,0,0,0,0
AL445531.1,ENSG00000260677,0,0,0,0,0,0,0,0,0,0,0
AC093249.3,ENSG00000260678,0,0,0,0,0,0,0,0,0,0,0
AP007216.2,ENSG00000260679,0,0,0,0,0,0,0,0,0,0,0
AGGF1P5,ENSG00000260680,0,0,0,0,0,0,0,0,0,0,0
AC130456.4,ENSG00000260681,0,0,0,0,0,0,0,0,0,0,0
RN7SKP176,ENSG00000260682,0,0,0,0,0,0,0,0,0,0,0
AL591643.1,ENSG00000260683,0,0,0,0,0,0,0,0,0,0,0
AC027104.1,ENSG00000260685,0,0,0,0,0,0,0,0,0,0,0
AC008669.1,ENSG00000260686,0,1,0,0,0,1,30,152,0,354,1
AC026470.1,ENSG00000260688,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3P11,ENSG00000260689,0,0,0,0,0,0,156,0,0,0,0
CYCSP39,ENSG00000260690,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A1,ENSG00000260691,0,0,0,0,0,0,0,0,0,16,0
AC026150.1,ENSG00000260693,0,0,0,0,0,0,0,0,0,0,0
AC009145.3,ENSG00000260694,0,0,0,0,0,0,0,0,0,0,0
AC022164.1,ENSG00000260695,0,0,0,0,0,0,0,0,0,0,0
AL591848.3,ENSG00000260698,0,0,0,0,0,0,0,0,0,0,0
AC025284.1,ENSG00000260701,0,0,0,0,0,0,0,0,0,0,0
AL031713.1,ENSG00000260702,0,0,0,0,0,0,0,0,0,0,0
LINC00543,ENSG00000260704,0,0,0,0,0,0,0,0,0,0,0
AC022166.1,ENSG00000260706,0,0,0,0,0,0,95,0,0,0,0
AL118516.1,ENSG00000260708,12,153,0,409,1,484,230,168,331,302,193
AC120498.4,ENSG00000260710,0,0,0,0,0,0,0,0,0,0,0
AL121839.2,ENSG00000260711,1,197,418,0,0,0,477,1,146,0,0
AC133552.1,ENSG00000260714,0,0,0,0,0,0,65,0,0,0,0
AC093536.2,ENSG00000260715,0,0,0,0,0,0,0,0,0,0,0
AC009133.3,ENSG00000260719,0,0,0,0,0,0,0,0,0,0,0
LINC01243,ENSG00000260720,0,0,0,0,0,0,0,0,0,0,0
AF067845.1,ENSG00000260721,0,0,0,0,0,0,31,0,0,0,0
VN1R67P,ENSG00000260722,0,0,0,0,0,0,0,0,0,0,0
AC007598.1,ENSG00000260723,0,0,0,96,0,0,0,0,0,0,0
VN1R69P,ENSG00000260724,0,0,0,0,0,0,0,0,0,0,0
AC005307.1,ENSG00000260725,0,0,0,0,0,0,31,0,0,0,0
KLF8P1,ENSG00000260726,0,0,0,0,0,0,0,0,0,0,0
SLC7A5P1,ENSG00000260727,0,167,0,0,0,0,0,78,0,0,0
AC009690.1,ENSG00000260729,0,0,0,0,0,0,0,0,0,0,0
KRT8P22,ENSG00000260731,0,0,0,1,0,0,0,0,0,0,0
AC046158.1,ENSG00000260733,0,0,0,1,0,0,0,0,0,379,0
TLE7,ENSG00000260734,1,0,0,1,0,0,0,0,0,0,0
AC139256.1,ENSG00000260735,0,0,0,0,0,0,0,0,0,0,0
LINC01227,ENSG00000260737,0,0,0,0,0,0,0,0,0,0,0
LINC00554,ENSG00000260738,0,0,0,0,0,0,0,0,0,0,0
AC010760.1,ENSG00000260739,0,0,0,0,0,0,0,0,0,0,0
AC026471.3,ENSG00000260740,0,0,0,0,0,0,0,0,0,0,0
AC099482.1,ENSG00000260741,0,0,0,0,0,0,0,0,0,0,0
AC009962.1,ENSG00000260742,0,0,0,182,0,0,25,0,0,0,0
AC007823.1,ENSG00000260743,0,0,0,0,0,0,0,0,0,0,0
AC007494.2,ENSG00000260744,177,0,0,124,1,0,0,0,0,38,0
KIF18BP1,ENSG00000260746,0,0,0,0,0,0,0,0,0,0,0
AC022968.1,ENSG00000260747,0,7,1,16,5,4,12,1,2,6,2
AC092720.1,ENSG00000260750,0,0,0,0,0,0,0,0,257,69,0
AC008870.2,ENSG00000260751,0,0,0,0,0,0,0,0,0,0,0
AC010542.2,ENSG00000260755,0,0,0,0,0,0,0,0,0,0,0
AC131649.1,ENSG00000260756,0,0,0,0,0,0,0,0,0,0,0
AC093520.1,ENSG00000260757,0,0,0,0,0,0,0,0,0,0,0
AP001120.1,ENSG00000260759,0,0,0,0,0,0,0,0,0,0,0
PWRN3,ENSG00000260760,0,0,0,0,0,0,0,0,0,0,0
AC106754.1,ENSG00000260761,0,0,0,0,0,0,0,0,0,0,0
ACSM5P1,ENSG00000260762,0,0,0,0,0,0,0,0,0,0,0
AC106799.3,ENSG00000260763,0,1,0,0,0,0,0,0,0,0,0
AC007224.1,ENSG00000260764,0,0,0,0,0,0,0,0,0,0,0
CES1P2,ENSG00000260765,0,0,0,130,0,0,0,0,0,0,0
AL138918.1,ENSG00000260771,0,0,0,0,0,0,0,0,0,144,0
AC012321.1,ENSG00000260772,0,0,0,0,0,0,0,0,0,0,0
AC055855.1,ENSG00000260773,1,0,0,0,0,0,0,0,0,0,0
AC021087.3,ENSG00000260774,0,0,0,0,0,0,0,0,41,0,1
AC104758.3,ENSG00000260776,1,0,0,461,0,0,0,0,0,0,2
AC061975.1,ENSG00000260777,0,0,0,0,0,0,0,0,0,0,0
AC009065.4,ENSG00000260778,0,1,12,2,0,0,0,0,3,74,0
AP001180.1,ENSG00000260779,0,0,0,0,7,0,0,0,0,0,0
AC087463.1,ENSG00000260780,0,0,0,0,0,0,0,0,0,0,0
ARHGAP23P1,ENSG00000260781,0,0,0,0,0,0,0,0,0,0,0
AC007225.1,ENSG00000260782,0,0,0,0,0,0,0,0,0,0,0
AC026150.2,ENSG00000260784,0,0,0,0,0,0,0,0,0,0,0
CASC17,ENSG00000260785,0,0,0,0,0,0,0,0,0,0,0
AC108099.1,ENSG00000260786,0,3,0,4,1,0,1,0,0,0,0
AC009063.2,ENSG00000260788,0,0,0,0,0,0,0,0,0,0,0
AC092338.2,ENSG00000260790,0,0,0,0,0,0,0,0,0,0,0
LINC02280,ENSG00000260792,0,0,0,0,0,0,4,0,0,0,0
AC003102.1,ENSG00000260793,0,0,1,0,0,0,0,139,0,117,13
AC093519.1,ENSG00000260795,0,0,0,0,0,0,0,0,0,0,0
AC145285.3,ENSG00000260796,0,0,0,77,0,0,0,0,0,0,0
AC106734.1,ENSG00000260797,0,0,0,0,0,0,0,0,0,0,0
AC099314.1,ENSG00000260798,126,0,0,0,0,0,0,0,0,1,0
KRT8P50,ENSG00000260799,0,0,0,0,0,0,0,0,0,0,0
SERTM2,ENSG00000260802,0,0,0,0,0,0,0,0,0,0,0
Z84723.1,ENSG00000260803,0,0,0,0,1,0,0,0,0,0,0
LINC01963,ENSG00000260804,0,0,0,0,0,0,829,9,0,0,0
AC092803.2,ENSG00000260805,0,0,0,0,0,0,0,0,0,0,0
AL163051.1,ENSG00000260806,0,0,0,0,0,0,5,0,4,0,0
AC009041.2,ENSG00000260807,1,244,0,0,0,0,0,20,0,28,0
AP003096.1,ENSG00000260808,0,171,0,0,0,0,0,0,0,7,0
VPS35P1,ENSG00000260809,0,0,0,0,8,0,0,0,0,0,0
AL135818.2,ENSG00000260810,0,0,0,0,0,0,0,0,0,0,0
OR4C45,ENSG00000260811,0,0,0,0,0,0,0,0,0,0,0
RARRES2P7,ENSG00000260812,0,0,0,0,0,0,0,0,0,0,0
AC073657.1,ENSG00000260814,0,0,0,0,0,0,0,0,0,0,0
PPIAP47,ENSG00000260815,2,0,0,0,0,0,1,0,0,1,0
AC027279.1,ENSG00000260816,154,380,0,0,0,0,0,0,2,5,0
AC074051.3,ENSG00000260817,0,0,0,0,0,0,0,0,0,0,0
UNGP1,ENSG00000260818,0,0,0,0,0,0,0,0,0,0,0
AC004656.1,ENSG00000260822,0,951,214,791,2,887,317,157,1,0,698
AC026461.3,ENSG00000260823,0,0,66,0,0,0,0,0,0,0,0
AC138869.3,ENSG00000260827,0,0,0,0,0,0,0,0,0,0,0
HMGB3P32,ENSG00000260828,0,0,0,0,0,0,0,0,0,0,0
AL135744.1,ENSG00000260830,0,0,0,0,0,0,0,0,0,0,0
AC125793.1,ENSG00000260832,0,0,0,0,0,0,0,0,0,0,0
AC009055.2,ENSG00000260834,0,0,0,0,0,0,0,0,0,0,0
AC007223.1,ENSG00000260835,0,0,0,0,0,0,0,0,0,0,0
AC245033.1,ENSG00000260836,0,0,0,0,0,0,0,0,0,0,0
AC022893.2,ENSG00000260838,0,0,0,0,0,0,0,0,0,0,0
LINC01964,ENSG00000260840,0,0,0,0,0,0,0,0,0,0,0
AC055876.4,ENSG00000260844,0,0,0,0,0,0,0,0,0,0,0
AC138907.2,ENSG00000260845,0,0,0,0,0,0,0,0,0,0,0
FRG2HP,ENSG00000260846,396,261,35,848,1311,23,3229,289,14,659,155
AC133485.5,ENSG00000260847,0,0,0,0,0,0,0,0,0,0,0
AC092114.1,ENSG00000260848,0,0,0,0,0,0,0,0,0,0,0
AC007344.1,ENSG00000260850,0,0,0,0,0,0,0,0,0,0,188
AC010542.3,ENSG00000260851,0,0,0,0,0,0,0,0,0,0,0
FBXL19-AS1,ENSG00000260852,0,0,1,0,125,950,0,0,0,0,1
AC109460.2,ENSG00000260853,0,0,0,334,0,0,0,0,0,0,76
LINC02184,ENSG00000260854,0,0,0,0,0,0,0,0,0,0,0
AL591848.4,ENSG00000260855,0,0,0,0,0,0,0,0,0,0,0
AC018558.1,ENSG00000260857,0,0,0,0,0,0,0,0,0,0,0
AC010551.3,ENSG00000260858,0,0,0,0,0,0,0,0,0,0,0
AC025280.1,ENSG00000260859,0,0,0,0,0,0,0,0,0,0,0
AC126773.3,ENSG00000260860,0,0,0,0,0,0,0,0,0,0,0
AL049634.2,ENSG00000260861,0,0,0,0,0,0,0,0,0,0,0
AC099506.1,ENSG00000260862,0,0,0,0,0,0,1,0,0,0,0
CYP2C60P,ENSG00000260863,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP7,ENSG00000260864,0,0,0,0,0,0,0,0,0,0,0
AC010287.1,ENSG00000260865,0,0,0,4,0,0,0,0,0,0,0
AC138915.2,ENSG00000260866,0,0,0,0,0,0,0,0,0,0,0
AC009107.1,ENSG00000260867,0,0,0,0,0,0,0,0,0,0,0
LINC01960,ENSG00000260868,0,0,0,1,0,0,0,0,0,0,0
AC002310.4,ENSG00000260869,0,0,0,0,0,0,0,0,0,0,0
NDUFB10P1,ENSG00000260870,0,0,0,0,0,0,0,0,0,0,0
AC093510.2,ENSG00000260871,0,0,0,0,0,0,0,0,0,0,0
AC106820.5,ENSG00000260874,0,0,0,0,0,0,0,0,0,0,0
LINC01229,ENSG00000260876,242,0,17,1,0,0,426,0,0,1,125
AP005233.2,ENSG00000260877,0,0,0,0,457,1,0,0,0,0,0
AC104072.1,ENSG00000260878,0,0,0,0,0,0,0,0,0,0,0
AL359258.2,ENSG00000260879,0,0,0,0,0,0,0,0,0,0,0
HCCAT5,ENSG00000260880,0,0,0,0,0,0,0,0,0,0,0
AC026458.1,ENSG00000260882,0,0,0,0,0,0,0,0,0,0,0
VN1R65P,ENSG00000260883,0,0,0,0,0,0,0,0,0,0,0
AC009120.3,ENSG00000260884,0,0,0,0,0,0,0,0,0,0,0
TAT-AS1,ENSG00000260886,0,0,0,0,0,0,0,0,0,0,0
CASC22,ENSG00000260887,0,0,0,0,0,0,0,0,0,0,0
CKBP1,ENSG00000260889,0,0,0,0,0,0,0,0,0,0,0
AC020978.3,ENSG00000260891,0,0,0,0,0,0,0,0,0,0,68
AC105020.4,ENSG00000260892,0,0,0,0,0,0,0,0,0,0,0
AC027682.3,ENSG00000260894,0,0,0,0,0,0,0,0,0,0,0
AP003071.1,ENSG00000260895,0,0,0,0,0,0,0,0,0,0,0
LINC02170,ENSG00000260896,0,0,0,0,0,0,0,1,0,0,0
DNM1P30,ENSG00000260897,0,0,0,0,0,0,0,0,0,0,0
ADPGK-AS1,ENSG00000260898,0,0,0,0,0,0,121,0,0,14,0
AC106886.2,ENSG00000260899,0,0,0,1,0,0,0,0,0,0,0
AC145350.3,ENSG00000260900,0,0,0,0,0,0,0,0,0,0,0
LINC02011,ENSG00000260902,0,0,0,0,0,0,0,0,0,0,0
XKR7,ENSG00000260903,0,0,0,0,0,0,0,0,0,0,0
AC009021.1,ENSG00000260905,0,1,0,0,0,0,0,0,0,0,0
AC015818.2,ENSG00000260907,0,0,0,0,0,0,0,0,0,0,0
AC009093.3,ENSG00000260908,0,0,0,0,0,0,0,0,0,0,0
AC012186.1,ENSG00000260909,0,0,0,0,0,0,0,0,0,0,0
LINC00565,ENSG00000260910,0,0,0,0,1,0,1,0,0,0,0
AC135050.3,ENSG00000260911,0,1,0,0,0,0,0,0,0,0,0
AL158206.1,ENSG00000260912,211,0,2,2,0,437,323,106,242,812,41
LINC01254,ENSG00000260913,297,2,0,1159,56,0,0,1,338,3,114
AC026464.4,ENSG00000260914,0,0,0,0,0,0,0,0,0,0,0
CCPG1,ENSG00000260916,98,115,59,92,101,22,192,16,1,228,25
AL158212.3,ENSG00000260917,0,0,1,0,0,0,0,0,0,431,834
AC107398.3,ENSG00000260918,0,0,0,183,301,0,72,101,0,1,0
AC100835.1,ENSG00000260919,0,0,0,0,0,0,0,0,0,0,0
AL031985.3,ENSG00000260920,0,0,0,0,94,0,0,0,0,0,0
AC142086.4,ENSG00000260921,0,0,0,0,0,0,0,0,0,0,0
AC009139.1,ENSG00000260922,0,0,0,0,0,0,0,0,0,0,0
LINC02193,ENSG00000260923,2,0,0,2,0,0,0,0,0,0,0
LINC01311,ENSG00000260924,0,0,0,0,0,0,2,0,0,0,0
AC016134.1,ENSG00000260926,0,0,0,0,0,0,0,0,0,0,0
AC009107.2,ENSG00000260927,10,0,0,0,0,0,0,0,0,0,0
SPCS2P1,ENSG00000260928,0,3,0,0,0,0,0,0,0,0,0
LINC01416,ENSG00000260930,0,0,0,0,0,0,0,0,0,0,0
AC009119.3,ENSG00000260932,0,0,0,0,0,0,0,0,0,0,0
AC091489.2,ENSG00000260933,0,0,0,0,0,0,0,0,0,0,0
AC130456.5,ENSG00000260934,0,0,0,0,0,0,0,0,0,0,0
AC025272.1,ENSG00000260937,0,32,0,0,0,0,74,0,0,0,0
AC007346.2,ENSG00000260939,0,0,0,0,0,0,0,0,0,1,0
AL109741.3,ENSG00000260940,0,0,0,0,0,0,0,0,0,0,0
LINC00622,ENSG00000260941,0,0,0,0,0,0,0,0,0,0,0
CAPN10-DT,ENSG00000260942,0,0,2,0,1,0,797,0,0,0,562
LINC02555,ENSG00000260943,0,0,0,0,0,0,0,0,0,0,0
FOXC2-AS1,ENSG00000260944,0,0,0,0,0,0,0,0,0,0,0
AC109495.1,ENSG00000260945,0,0,0,0,0,0,0,0,0,0,0
AL356489.2,ENSG00000260947,0,312,1,0,0,0,0,0,0,0,0
AL390195.2,ENSG00000260948,0,0,0,0,0,0,0,0,0,0,0
AP006545.1,ENSG00000260949,0,0,0,0,0,0,0,0,0,0,159
AC003985.2,ENSG00000260951,0,0,0,0,0,0,0,0,0,0,0
AC009093.4,ENSG00000260953,0,0,0,0,0,0,0,0,0,0,0
AL133297.1,ENSG00000260954,0,0,0,0,0,0,0,0,0,0,0
AC100821.2,ENSG00000260955,0,0,0,0,0,0,0,0,0,0,0
AC126323.5,ENSG00000260957,0,0,0,0,0,0,0,0,0,0,0
AC023824.3,ENSG00000260958,0,0,0,0,0,0,0,0,0,0,0
AC087463.2,ENSG00000260959,0,0,0,0,0,0,0,0,0,0,0
LINC00557,ENSG00000260962,0,0,0,0,0,0,0,0,0,0,121
AC026462.3,ENSG00000260963,0,0,0,0,0,0,0,0,0,0,0
RPL23AP91,ENSG00000260965,0,0,0,0,0,0,0,0,0,0,0
AP001486.2,ENSG00000260966,0,58,0,0,290,0,0,0,0,0,0
RARRES2P5,ENSG00000260967,0,0,0,0,0,0,0,0,0,0,58
WWOX-AS1,ENSG00000260969,0,0,0,0,0,0,0,0,0,0,0
AC006288.1,ENSG00000260970,0,0,0,0,0,0,0,0,0,0,0
AC119674.1,ENSG00000260971,0,0,0,0,0,63,0,0,49,0,4
Z98259.1,ENSG00000260972,0,0,0,0,0,0,0,0,0,0,0
AC009021.2,ENSG00000260973,0,0,0,0,0,0,0,0,0,0,0
AC138907.3,ENSG00000260974,0,0,0,0,0,0,0,0,0,0,0
AC007333.2,ENSG00000260975,0,0,0,0,0,0,0,0,0,0,0
LINC01633,ENSG00000260976,0,0,0,0,0,0,139,0,0,0,43
AC016722.3,ENSG00000260977,0,0,0,0,0,0,0,0,0,0,0
AC126407.1,ENSG00000260978,0,0,0,0,0,0,0,0,0,0,0
AC022167.3,ENSG00000260979,103,0,0,0,388,0,216,0,0,0,168
AC091932.1,ENSG00000260981,0,0,0,0,0,0,0,0,0,0,0
AC010528.1,ENSG00000260983,0,0,0,0,0,0,0,0,0,0,0
FGFR3P5,ENSG00000260984,0,0,0,0,1,0,0,0,0,0,0
AC126335.1,ENSG00000260986,0,0,0,0,0,0,0,0,0,0,0
AC090260.1,ENSG00000260988,0,0,2,1,0,0,0,0,148,0,0
AL133297.2,ENSG00000260989,0,0,0,0,0,0,0,0,0,0,0
Z94057.1,ENSG00000260990,0,0,0,0,0,0,0,0,0,0,0
AC120498.5,ENSG00000260991,0,0,0,0,0,0,0,0,0,0,0
DOCK9-DT,ENSG00000260992,0,1,1,1,0,289,0,0,298,0,0
AGGF1P7,ENSG00000260994,0,0,0,0,0,0,0,0,0,0,0
AL512634.1,ENSG00000260995,0,0,0,0,0,0,0,0,0,0,0
BX255925.1,ENSG00000260996,0,0,0,0,0,0,0,0,0,0,0
AC004847.1,ENSG00000260997,0,0,0,0,0,0,0,0,0,0,0
AC009137.1,ENSG00000260999,0,0,0,0,0,0,0,0,0,0,0
AC244034.2,ENSG00000261000,0,0,0,0,0,0,0,0,0,0,0
AC036103.1,ENSG00000261002,7,0,0,0,0,0,13,0,0,86,0
AL008628.1,ENSG00000261003,0,0,0,0,0,0,0,0,0,0,0
AC074051.4,ENSG00000261007,0,0,0,0,0,0,0,0,0,0,0
LINC01572,ENSG00000261008,0,0,18,0,0,0,0,0,0,0,0
AC141257.1,ENSG00000261009,0,0,0,0,0,0,0,0,0,0,0
RARRES2P6,ENSG00000261010,0,0,0,0,0,0,0,0,0,0,0
AL136982.4,ENSG00000261011,0,0,0,0,0,0,0,0,0,0,0
AC115619.1,ENSG00000261012,0,0,0,0,285,0,0,0,0,0,0
AC079411.1,ENSG00000261013,0,0,0,0,0,0,0,0,0,7,0
LINC02165,ENSG00000261014,0,0,0,0,0,0,0,0,0,0,0
AC096996.1,ENSG00000261017,0,0,0,0,0,0,0,0,0,0,0
AC002101.1,ENSG00000261018,0,0,0,1,0,0,0,0,0,0,0
AC010132.4,ENSG00000261019,0,0,0,0,0,0,0,0,0,0,0
AC132825.3,ENSG00000261020,0,0,0,0,0,0,0,0,0,0,0
AL078644.1,ENSG00000261024,0,0,0,0,0,0,1,0,0,1,0
AL445471.2,ENSG00000261025,0,0,0,0,0,0,0,0,0,0,0
AC105046.1,ENSG00000261026,39,5,4,0,2,1079,0,214,0,811,268
AC012322.1,ENSG00000261028,0,0,0,0,0,0,0,0,0,0,0
AC138304.1,ENSG00000261029,0,0,0,0,0,0,0,0,0,0,0
AC079171.1,ENSG00000261030,0,0,0,0,0,0,0,0,0,0,0
AC005730.2,ENSG00000261033,0,0,0,0,0,0,0,0,0,0,0
AL139348.1,ENSG00000261035,0,0,0,0,0,0,0,0,0,0,0
AC113418.1,ENSG00000261036,0,0,0,0,0,0,0,0,0,0,0
AC010266.2,ENSG00000261037,0,0,0,0,0,0,0,0,0,0,0
AL133457.1,ENSG00000261038,0,0,0,0,0,0,0,0,0,0,0
LINC02544,ENSG00000261039,0,0,0,0,0,1,0,0,0,0,0
WFDC21P,ENSG00000261040,2624,537,369,2956,2762,3174,3109,2182,1216,1491,1452
AC138749.3,ENSG00000261041,0,0,0,0,0,0,0,0,0,0,0
AC019294.3,ENSG00000261043,0,0,0,0,0,0,0,0,0,0,0
AP006547.1,ENSG00000261044,0,0,0,0,0,0,0,0,0,0,0
LINC02129,ENSG00000261045,0,0,0,0,0,0,0,0,0,0,0
C2orf69P1,ENSG00000261046,0,0,0,0,0,0,0,0,0,0,0
AC137527.1,ENSG00000261047,0,0,0,0,0,0,0,0,0,0,0
AC012414.6,ENSG00000261048,0,0,0,0,0,0,0,0,0,0,0
AC007347.1,ENSG00000261049,0,0,0,0,0,0,0,0,0,0,0
AC107021.2,ENSG00000261051,0,0,0,0,0,0,0,0,0,0,0
SULT1A3,ENSG00000261052,0,0,0,0,0,0,0,0,0,2,0
NAMPTP3,ENSG00000261053,0,0,0,0,0,0,0,0,0,0,0
AC036108.2,ENSG00000261054,0,0,0,0,0,0,0,0,0,0,0
AL450468.2,ENSG00000261055,0,0,0,0,0,0,0,0,0,0,0
AC079416.1,ENSG00000261056,0,0,0,0,0,0,0,0,0,138,0
LINC00555,ENSG00000261057,0,0,0,0,0,0,0,0,0,0,0
AC099508.2,ENSG00000261058,0,0,0,0,0,0,0,0,0,0,0
AL160286.2,ENSG00000261060,0,0,0,0,0,0,0,0,0,0,0
AC092718.4,ENSG00000261061,0,0,0,0,0,2,58,0,76,0,69
AC009139.2,ENSG00000261063,0,0,0,0,0,0,0,0,1,0,0
LINC02256,ENSG00000261064,30,100,14,23,216,0,164,31,84,228,101
AL592146.1,ENSG00000261065,0,0,0,0,0,0,0,0,0,0,0
AC074052.2,ENSG00000261066,0,0,0,0,0,0,0,0,0,0,0
AC109460.3,ENSG00000261067,0,0,0,0,0,0,0,0,0,0,1
AL512274.1,ENSG00000261068,645,423,30,94,36,381,27,424,772,1,741
AC124312.3,ENSG00000261069,0,0,0,0,0,0,0,0,0,0,0
AP003071.2,ENSG00000261070,0,0,0,0,0,0,0,0,0,0,0
AL441883.1,ENSG00000261071,0,0,0,0,0,0,0,0,0,0,0
AC084783.1,ENSG00000261072,0,0,0,0,0,0,0,0,0,1,0
LINC01195,ENSG00000261075,0,0,0,0,0,0,0,0,0,0,0
AC016396.2,ENSG00000261076,0,0,0,0,0,0,0,0,0,0,0
AC016180.1,ENSG00000261077,0,0,0,0,0,0,0,0,0,0,0
AC009118.1,ENSG00000261078,0,0,0,0,0,0,0,0,0,0,0
AC009053.2,ENSG00000261079,0,0,70,0,0,0,40,0,36,0,0
RUNX2-AS1,ENSG00000261080,0,0,0,0,0,0,0,0,0,0,0
AC025678.2,ENSG00000261081,0,0,0,0,0,0,0,0,0,0,0
LINC01228,ENSG00000261082,0,0,0,0,0,0,0,0,0,0,0
LINC02516,ENSG00000261083,0,0,0,0,0,0,0,0,0,0,0
PPP1R1AP2,ENSG00000261084,0,0,0,0,0,0,0,0,0,0,0
AP003469.4,ENSG00000261087,0,0,0,1,0,0,33,0,0,0,0
CDC37P2,ENSG00000261089,0,0,0,0,0,0,0,0,0,0,0
AC127459.2,ENSG00000261090,0,0,0,0,0,0,0,0,0,0,0
LINC02178,ENSG00000261092,153,0,0,0,0,0,174,0,0,0,0
AC141586.3,ENSG00000261093,0,0,0,0,0,0,0,0,0,0,0
AC007066.2,ENSG00000261094,0,0,1,448,0,0,0,0,0,0,0
AC136285.1,ENSG00000261095,0,0,0,0,0,0,0,0,0,0,0
AC073476.3,ENSG00000261096,0,1,0,0,0,0,0,0,1102,0,0
LINC00563,ENSG00000261097,0,0,0,0,0,0,0,0,0,0,0
AP000766.1,ENSG00000261098,299,0,0,76,215,0,94,0,1,9,0
AC234775.3,ENSG00000261101,0,0,0,0,0,0,3,0,0,0,0
ATP5MFP6,ENSG00000261102,0,0,0,0,0,0,0,0,0,0,0
AC009063.3,ENSG00000261103,0,0,0,0,0,0,0,0,0,0,0
AC093904.4,ENSG00000261104,0,0,0,0,0,0,0,0,0,0,216
LMO7-AS1,ENSG00000261105,0,0,0,0,0,0,0,0,0,0,0
AC138907.4,ENSG00000261108,0,0,0,0,0,0,0,0,0,0,0
AC133569.1,ENSG00000261111,0,0,0,0,0,0,0,0,0,0,0
AC009034.1,ENSG00000261113,0,0,0,0,0,0,0,0,0,0,0
AC012181.1,ENSG00000261114,0,0,0,0,0,0,0,0,0,0,7
TMEM178B,ENSG00000261115,17,0,0,0,0,0,541,0,0,0,0
AL049555.1,ENSG00000261116,206,448,423,1199,672,662,668,95,1,1352,261
AC009486.1,ENSG00000261117,0,0,0,0,0,0,0,0,0,0,0
AC092123.1,ENSG00000261118,0,0,0,0,0,0,0,0,0,0,0
AL133299.1,ENSG00000261120,0,0,0,0,0,0,0,0,0,0,0
LINC02473,ENSG00000261121,0,0,0,0,0,0,0,0,0,0,0
